Message text,Категория,Kategory
"I ask you to remove the garbage in the Lgov mik-2 (turn) next to the MAGNIT store and house 105. There is a lot of garbage but no one cleans it up, ask the educational institutions to organize a subbotnik and that they cut all the branches and remove all the garbage.",16,False
"At the crossroads of st. Sumy and Deineki, near the square with the monument to Deineka, on the sidewalk and lawn for more than 2 weeks from parked cars and from tables they sell fruits and vegetables. They occupied half the sidewalk and trampled the lawn opposite. After trading, they leave garbage and their ancillary items of trade. Take action.",13,False
Why is there no stop for public transport near Lenta and Leroy stores,8,False
"Hello. We kindly ask you to remove all garbage, dirt and sand from the place where snow was stored in the winter on Prostornaya Street, also outside the site, where dirty snow was transported all winter, with garbage and waste. At the moment, a dump of branches and trees is already being formed there, cut down from the site (cadastral number 46:29:102208:120) and thrown onto a plot of land where snow was stored in winter. Since this land belongs to the city of Kursk, a big request is to put it in order in the near future.",16,False
"I ask you to install stop pavilions at bus stop PCh No. 30. Your stop is considered legal and you don’t need to write that you don’t have it, and that you don’t have money to install a pavilion, there is also no sign and lighting at the stop, please put everything in order.",8,False
"In the forest area adjacent to the houses at 56.60 along Chernyakhovsky Street, a huge flock of dogs started up. Now puppies have appeared in it and closer to spring the flock becomes aggressive, barking at everyone. Please take action.",11,False
Rubbish in the backyard,16,False
"Near the bus stop ""May Boulevard"" there is a lot of garbage, like bottles, wrappers, bulls, and a folding sofa. This garbage has been lying since spring for sure. Should utilities clean it up?",16,False
Good afternoon Please take immediate action on the issue of dogs near Conti Children cross the road to the equestrian school and are attacked by a pack of stray dogs. Employees of Conti and the surrounding bases feed and vaccinate without understanding the danger of a pack with puppies and a leader for children! Please take immediate action!!!!,1,False
"Hello. a nightmare is happening in the park behind Mendeleev's house 24. It is dangerous even for an adult to go there, not to mention children. Broken glass and syringes everywhere. On their own, the people of the nearest houses cannot be removed. Please help me get rid of this horror.",16,False
"When you find the money and install a secure fence in kindergarten No. 3, why strangers constantly run around the kindergarten at night, then adults come to drink beer, but youngsters come to break something. Can't you really take part in some kind of program that would allocate funds for the fence. It is also very dark near the kindergarten, there is no lighting, we lead the children through the darkness, not a single lantern, and there is no need to write about the lighting on / off mode, I know the schedule without you, better explain why there is no lighting, briefly and to be clear.",7,False
"Good afternoon! Social Security refuses to accept documents for the `Social contract`. Referring to the fact that the city of Kursk has already spent the funds allocated for targeted assistance to families `For the purchase of clothes, etc.` I ask you to help in solving this problem. We are a poor family. Sincerely, Zekunova Lilia",10,False
"Hello. I'd like to pay attention to a children's medical institution: a day hospital rehabilitation center from KODKB, located on the territory of a children's sanatorium in Mokva. There are wonderful specialists, but there is one problem - the boiler is broken and therefore there is severe cold! My three-year-old son was referred to this center for a somatic congenital disease, we were prescribed massage and electrophoresis. Here we go into the massage therapist's office, where I have to undress my child to underpants, and in the office the temperature is +10. Employees try to warm the offices with electric heaters, but this does little to help. Please help, send a specialist to solve this problem. This center has a large flow of children from 3 months. After two days of visiting this center, my son began to snot, that is, we came to be treated, but it turned out the other way around ...",4,False
"Previously, it was planned to launch new commuter trains on the Kursk-Lukashivka route in connection with the construction of Miratorg. Is this still in the plans or has the idea been abandoned?",8,False
trash don't you mess around on time,3,False
"For the second week, there has been a terrible stench in the apartment, in the entrance and near it, something is leaking in the basement, apparently sewerage and hot water, because the humidity is very high, I contacted the management company 2 times, there is no result, why should we breathe this ?? ? The management company is inactive, only rowing money !!!!! Please urgently look into this issue!",16,False
"Hello! We are asking you to extend the route of the bus number 4 “st. Svetlaya” to the microdistrict of the city of Kursk “Russian Village”, with the streets of Knyazheskaya, Ilyinskaya, Glinskaya, Nikolskaya and others. The city authorities at one time financed and installed stopping pavilions here. The houses are now occupied. Families with children of different ages live (including a child with cerebral palsy), elderly people, employees of enterprises and institutions. How to get to school, d / garden on the street. Light, clinics, shops? Now the drivers of route No. 4 at the final stand on the side of the road one stop from ours, where it is possible to drive into the gate, turn around and stop between flights. Phone for communication with the official representative of the developer 89191789575 Anatoly Vladimirovich Palyonka. Attached is an official letter from 28 residents with telephones, signatures, which was transferred to the transport committee, st. Radishcheva, d. 62. Kostyukova Nadezhda",8,False
"Hello, I'm interested in this question. The fee for kindergarten was increased to 160 rubles, and compensation is charged at the previous price. There is an infringement of the right of parents to receive compensation. in my case, since I have one child, I receive less than 20% of the amount paid.",10,False
"Near the kindergarten, literally 1 meter from the fence, there is no sidewalk that leads to kindergarten 112. In autumn, this area is covered in mud, and in winter it is snow or ice.",7,False
"Good afternoon. In the area of ​​​​the house at Leninsky Komsomol Avenue 58, it has been smelling of sewage and sewage for a week now! Our whole house is suffocating, there is nothing to breathe. They called the Zheu Volokno emergency service, they said everything was fine in the house, contact Kurskvodokanal. We called the emergency service there, they refused to come to our call. Please help our house. Personally, I have a 3-month-old baby at home who has been breathing sewage for a week. We are waiting for a solution to the problem. Thank you.",16,False
"Hello. Attached is the response from the administration of the city of Kursk. But more than a year has passed, I have not moved the problem further than unsubscribing. I would like to finally hear the timing. Not an unsubscribe with an indefinite date, but a specific deadline for solving the problem. Or already the answer is that the administration of the city of Kursk is not able to do anything to solve this problem. Thank you.",3,False
"It's been a week of your inactivity. There is no electronic certificate after vaccination. All redirects from the State Services to your website are fake. There are no answers from you, the Health Committee of the Kursk Region, which is obliged to consider these appeals, does not consider it necessary to give feedback. Appeal on your site where you are allegedly with someone `Act together`, also does not lead to any positive shifts in solving this problem. Apparently, you need to publish all this on social networks, so that after the resonance you start doing your job. I hope you realize that publicity is not the best way to solve problems.",4,False
"I ask you to put in order the sidewalk along the school fence on the street. I. Franko. The sidewalk is in NOT satisfactory condition, this sidewalk was repaired during the USSR, after the collapse of the USSR the sidewalk was not repaired. Is it really so difficult to lay new asphalt and install at least a bench with an urn so that pensioners can rest.",5,True
"Good afternoon! Please pay attention to the unsatisfactory condition of the sports ground of school No. 36 in Kursk, is it planned to reconstruct the stadium as part of the implementation of national projects? If yes, within what time frame?",15,False
Please put me on the waiting list for financial assistance as a low-income family or on the waiting list for participation in the social contract.,6,False
"Good afternoon, I am a disabled person of the 3rd group, I suffer from type 1 diabetes mellitus, I use the vital insulin Novorapid, I haven’t received it for three months, today, on March 17, 2021, I came with a prescription to get the medicine at the Kursk Pharmacy pharmacy at Seregina 29a, they said that the insulin was not bought and it will not be anymore, please help to deal with the situation and purchase insulin ""novorapid"" as other drugs are not suitable for life. They gave me a ticket for the queue, I attach it in the letter",4,False
Unauthorized municipal solid waste dump,16,False
"At the bus stop, tree branches interfere with passengers.",8,False
"On st. MYLNIKOV in Kursk the street is not cleaned. All summer long, rubbish lies in the grass and on the sidewalks. Please advise how to solve the street cleaning problem. Garbage is near the magnet store, near the football stadium, near the school stadium. There is a lot of garbage, but you can attach a photo only in the amount of 5 pieces",16,False
I ask you to install turnstiles at the Kursk station on the dead ends where the Belgorod and Lgovsk trains arrive.,8,False
"When you have already sawed out a wild-growing maple on the overpass of the Ryshkovo station. I've already scratched the whole car with this weed. I ask you to cut down this maple in the shortest possible time and treat the site with a special solution against the weed. Also, about the congress, I ask you to hang a sign `railway station Ryshkovo`. Please send a photo report about the work done.",0,False
Why not conclude an agreement with PPK CHERNOZEMIE for 2022 for the transportation of passengers along the Kastornoye-Kursk-Kastornoye route. They are no worse than tsppk.,8,False
"On Magistralnaya Street, at the crossroads near the `Konti` factory, there were many dogs. It's scary to go to work in the morning, because one of them rushed and bit her on the leg. And if they attack all together, then it will be impossible to fight them off. There are many organizations on Stroitelnaya Street , people can not pass this place safely , but what if dogs attack a child ? I ask you to take measures to capture and sterilize these dogs or bring to justice the one who breeds and feeds them.",1,False
"I ask you to change the carrier on the Kursk-Sudzha route to Sudzhavtotrans JSC. Why this particular carrier, but because this carrier has large-capacity buses, for example, PAZ, while ATEL does not have buses and most of them do not leave and wait for another bus. I ask you to work out this issue and change the carrier.",8,False
"they’d better come and find a place for a younger person, but she’s still many years old, according to the principle she lived well! It’s scary to get sick just from the thought that no one will help! Help though you!!! Thank you in advance. Contacts for communication 9207150400 Elena Vyacheslavovna e-mailealupka@yandex.ru",4,False
"Good afternoon! Please sort out this problem. On February 5, the child was detached from the 5th polyclinic, since we changed our place of residence, on the same date all the necessary documents were provided to the polyclinic at the place of registration In the 2nd polyclinic on Chumakovsky, all the necessary documents were signed, an e-card was created, at that time the child was sick , we were received by a doctor and told to make an appointment in 2-3 days to issue a certificate to the school, we were recorded at the reception on 11.02. It turns out due to the negligence of the medical staff, the child cannot attend school.",4,False
"Good afternoon. The dump has been gathering for several days. There used to be a container. Now it's gone, I don't know why, but garbage is already flying all over the street.",16,False
"Unauthorized dump near abandoned house 32, no contact with the owner",16,False
"When you install a normal fence on the platform of Ryshkovo station. It is necessary to make a fence in such a way that the entrance and exit would be only through the station building. It is necessary to close all passages from the street, it's time to make such a system at all stations, it's time to learn from Moscow, there are entrances and exits through the station pavilion everywhere. I hope you heard me and make the journey by railway transport safe.",8,False
"Hello. Tell me, How many times can I participate in the World of Childhood program?",10,False
"I ask you to install lighting on the street. Foundry opposite houses 34,36,38,40 pensioners live here and they are also probably afraid to walk near their houses at night. I ask you to write a specific deadline for the completion of the work.",3,False
"I ask you to let the bus run once an hour along the route of the village of Severny - st. Ryshkovo. For example, I am leaving Kursk for Moscow by train, I sit down at the Ryshkovo station, which means I get to the Lgovsky turn and walk to this station. See the inconvenience. Please how can I solve this problem.",8,False
Public transport stop Kursk Lenin 31. It seems that indifference to the unfavorable state of public spaces is becoming a trend in the city of Kursk.,0,False
"Good afternoon. I live on General Grigorov Street. There are 8 apartment buildings in our neighborhood. A pedestrian path with a ramp is equipped to the stop near the metro. Last year, residents of apartment buildings along Rosinka Street installed a fence, blocking off the passage to the bus stop, while leaving the gate open. However, the other day, an announcement appeared on this gate that from January 25 they will close this gate, thereby limiting the passage to the stop of a huge number of people, including mothers with strollers, who will have to get to the stop along the roadway. Please check the legality of the installation of the fence by the residents of the Moscow Ring Road on Rosinka Street, whether there is an unauthorized seizure of the territory, whether the fence is really installed along the cadastral border of the site.",11,False
"One indiscreet question. Do you work at all with the Transport and Roads Committee, do you monitor vehicles? Why do we need the Kursk-Lgov route (departure from Kursk at 18:50 SU) when 3 tickets were sold at the time of departure. It is necessary to shorten this route, it is unprofitable. And you, as a federal executive body, are obliged to do this. Maybe the carrier himself would have already refused it, but you do not give it. Especially in 40 minutes the passenger train leaves. And please don’t write about the fact that this will cause dissatisfaction on the part of passengers, it won’t cause, when you cut buses around Kursk, you didn’t hear anyone, but here you are afraid of 3 passengers. I hope for a clear and precise answer from your side.",8,False
"Good afternoon! Due to the huge number of large stray dogs it is impossible to go outside, about 15 dogs lie near the front door to the entrance, constant dog fights on the playground, which is why the child does not go outside",1,False
"On March 3, I got 2 vaccinations at the Gorshechensky hospital, no certificate",4,False
"I ask you to hold an online game after the new year and Christmas. It would be great if students of educational institutions would participate in this game. And as gifts, one could make folded gifts with the logo of the United Russia party and a certificate",5,False
"Good afternoon! My mother-in-law is a disabled person of the second group, a cancer patient is attached to the polyclinic of the city hospital N2. Not only is the attitude towards patients disregarding, but also constant problems with passing tests. To undergo a course of chemotherapy, it is necessary to take regular tests. The blood is taken in such a way that we then treat the bruises for weeks. Two weeks ago, my mother-in-law donated blood, came for the results, but there is no general blood test, they did not. Without this analysis, she will not be admitted to chemotherapy. Thanks to the doctors of the oncology dispensary, who sent her for an urgent analysis and did everything. Today is the same story! I came for the results of the tests, but they simply are not there, they lost everything! No urinalysis, no blood! I had to go and urgently take it to a paid laboratory.",4,False
"On the night of August 11-12, there was once again a very strong smell from Deriglazov on Pobedy Avenue. In recent months, this situation has worsened significantly.",16,False
"I ask you to put things in order in the polyclinic in Lgov. It's time to repaint the corridors and put tiles on the second floor, but not linoleum, you have linoleum there in pieces. You are aware that this hospital will not be able to accept a passenger with limited mobility, is this how a visually impaired patient comes to this hospital? I also ask you to STRICTLY control the work schedule of doctors and install a machine for issuing coupons next to the reception, so as not to sit in this hospital for 4 hours. On the first floor, you generally have tiles in an interesting way, part of the linoleum and part of the tile. I also ask you to free the registration window from your unnecessary, this is the registry but not a stand for advertising. It's time to change healthcare for the better but not for the worse. I am in this polyclinic almost every week, and as I waited in line for 3 hours, I still wait, then the doctors drink coffee or something else. It is generally difficult to get to a tramatologist, then he is different for a plonerka, then he has a break every 15 minutes. There are no doctors, one doctor for two offices, it's just awful. You know, I have never seen such service anywhere else, there are no plastic windows, it blows from the windows.",4,False
Garbage dump.,16,False
"Unfinished near the house 14b on the street. L. Tolstoy. In the spring, the fence was removed and the trees were cut down. But construction debris is now falling onto the sidewalk. The wasteland gradually overgrows and turns into a dump - every now and then someone throws garbage there. Walking on the sidewalk is not safe. The photos are from May, and now everything is overgrown with bushes.",11,False
"I was surprised that there was no air conditioning in the new building of the Kursk City Hospital No. 1 named after Nikolai Sergeevich Korotkov. According to the head physician, there are no air conditioners in the building (there are many patients during vaccination, it is very hot in the room, you must wear a mask). There are many patients, they suffer from the heat ... In the offices of the Health Committee of the Kursk region. and administration buildings are air-conditioned, but patients and doctors, as always, are less important ... How could a new polyclinic building be built without an air conditioning system?",4,False
"I ask for help in protecting the rights of residents of houses on 2 and 4 Gagarin Street in the city of Kursk. The fact is that in the former shopping complex ""Kurskie Zori"", located between the indicated houses, the ""Magnit"" store was opened, and a metal unloading platform was built in the courtyard of these houses. The unloading of goods after the opening of the Magnit store interferes with residents whose windows overlook the courtyard. Arrangement of an unloading platform in the yard of our houses violates the legislation of the Russian Federation. The main document that regulates the activities of retail outlets in a residential area are sanitary standards and rules “SP 2.3.6.1066-01. 2.3.5. Trade enterprises. Sanitary and epidemiological requirements for trade organizations and the turnover of food raw materials and food products in them. Sanitary and Epidemiological Rules”, * Paragraph 2.2 of these norms states, that the activities of trade facilities cannot violate or worsen the living or recreational conditions of the residents of the house; * Clause 2.4. determines the procedure for loading products into the store: loading should be carried out exclusively from the end of a residential building that does not have windows. Paragraph 3.7 of SanPiN 2.1.2.2645-10 clarifies that it is not allowed to load products or other materials into public premises from the side of the house, where there are entrances to apartments and windows of residential premises. Everyone is obliged to comply with the norms of SanPiN: paragraph 3 of Art. 39 of the Federal Law of March 30, 1999 No. 52-FZ “On the sanitary and epidemiological well-being of the population”, which states that compliance with the sanitary rules approved in the prescribed manner is mandatory for both citizens and organizations.",13,False
"Hello! I ask you to give instructions to repaint the tram number 087 according to the developed design code. It seems to me that you can repaint one tram for example. In general, I like it, and not only I like your tram policy, you immediately provided what buses and trolleybuses would look like according to the design code, and you did not provide only one type of transport, a very interesting picture to get. We hope that you will issue at least one tram according to the design code, in response, please do not write that you will first issue buses and trolleybuses and then trams, I live in the city and I see what is happening, but what happens is that units of 2 buses and units of 5 trolleybuses are issued by design code. You wrote that you will be making the tramway from May 15, but there are no shifts.",8,False
"Good afternoon! I would like you to speed up the movement of the commuter train Kursk-Lgov, departing from Kursk at 17:40. I would like the travel time to be 1 hour 40 minutes, it is necessary to remove the 5-minute parking on the Kurchatov platform, thereby making the departure from Kursk at 17:45 so that the train can go faster and not wait along Kurchatov until at st. Lukashovka will leave another train.",8,False
"Good afternoon. Please draw the attention of the head of the village council to the center of the village, namely the state of the stop. It's just garbage! The stop is located near the school, do we teach children to live in a mess?",16,False
Good afternoon! My name is Oksana and I am a mother of three boys with many children. The two older boys are 2 and 3. The younger one is 1.2. I beg you to help arrange the strshih boys in the garden without a queue. I am an orphan and a college student.,7,False
"The snow has melted, in the yards on Kosukhin there is a pile of garbage, a solid dump",16,False
"Hello, why are the 1st grades not allowed to study as usual, what can a child in the 1st grade learn remotely!!! And if the parents work with whom should the child be at home???!!! No need to write orders and laws, just take note!!!",7,False
The area is littered with construction debris.,16,False
"When I came to the medical examination for the renewal of a driver's license, I saw a blatant bestial attitude towards the citizens of the city of Kursk. People stand in line on the street and the guards do not let them into a warm room, because “you have an appointment for 10.45, so you can enter at 10.45”. People freeze on the street for an hour, when my time came 10.45 04/14/2022 the guard did not let me in, saying that the previous people had not left yet, he thrust the number of the queue in a rude form and told me to wait on the street. (number attached). There was a pregnant woman in line with me, elderly people, a lot of people. Everyone froze in the wind and silently cursed everything to themselves. They didn't even let us warm up. To the question of where you can go to the toilet, the guards answered “yes, wherever you want” and did not let me into the room (and this was already when the time for recording her and mine had passed, it was about 11, and she was recorded earlier!). And so, according to the guard every day, the system of this institution can not cope. When will they make more branches in the city districts? When will this bestial attitude end? They made a medical examination in another place in narcology, everything is clean, without rudeness and queues. He came and was just surprised, can it really be so in our Kursk, it turns out they can if they don’t give a damn about people! The medical board for gold is a SHAME of our city, hell, decay and hopelessness. If there is an opportunity, I will attach evidence in the form of a coupon that they shoved me when I was already frozen to stand in the wind in front of the door. Do you want to see for yourself? Go there and see, this is their daily practice. without rudeness and queues. He came and was just surprised, can it really be so in our Kursk, it turns out they can if they don’t give a damn about people! The medical board for gold is a SHAME of our city, hell, decay and hopelessness. If there is an opportunity, I will attach proof in the form of a coupon that they shoved me when I was already frozen to stand in the wind in front of the door. Do you want to see for yourself? Go there and see, this is their daily practice. without rudeness and queues. He came and was just surprised, can it really be so in our Kursk, it turns out they can if they don’t give a damn about people! The medical board for gold is a SHAME of our city, hell, decay and hopelessness. If there is an opportunity, I will attach proof in the form of a coupon that they shoved me when I was already frozen to stand in the wind in front of the door. Do you want to see for yourself? Go there and see, this is their daily practice.",4,False
"I ask you to carry out branding of trolleybuses under the number 50.003, 010,",8,False
"In the place I indicated, as well as almost along the entire dirt road along the edge of the field from the forest side, there is a dump for household waste. I just photographed the largest one, which by the way is visible even on satellite images. Apparently, not everyone gets to the solid waste landfill and just dumps the garbage closer.",16,False
Garbage dump,16,False
"The repair of the road surface on Vokzalnaya St. is just underway, so let the road workers immediately make a drive-in pocket for the bus stop “Privokzalnaya St.” and let them install a road sign. Easy buses stop right on the road due to the lack of a check-in car, thereby endangering the life and health of passengers.",8,False
"On September 14, 2021, I passed the test for COVID - 19. On September 16, 2021, they called and said that the test was positive and it was necessary to be in self-isolation. But there is no official information anywhere. The husband in the service require an official document. On September 20, 2021, the command of the military unit calls him to the service. The problem is described in more detail in the appeal to the State Services.",4,False
"On May 28, 2021, on the State Services portal, I submitted an application for a monthly payment from 3 to 7 years (inclusive) in a new amount and recalculation of the amount of payment from 3 to 7 years, previously assigned to the child of Uspensky Ivan Denisovich. In the application, I provided all the information in full and reliably, provided for in the established form. I received a response to my application, which indicated that: a positive decision was made on the application, the payment was assigned in the amount of 50% of the child's subsistence minimum From 05/28/2021 to 05/27/2021. At the same time, I am not allowed to recalculate the payment from January 1, 2021, since the previously received benefit amount is also equal to 50% of the subsistence minimum. Further, on 10/20/2021, using the State Services portal, I submitted a new application for a monthly payment from 3 to 7 years in a new amount and recalculation of the amount of payment from 3 to 7 years, The Decree of the President establishes the right of citizens to apply for a new amount of benefits at any time after April 1, 2021, and DOES NOT STATE that it can be submitted only once. aged 3 to 7 years inclusive, approved by Decree of the Government of the Russian Federation of March 31, 2020 No 384 (as amended by Decree of the Government of the Russian Federation of March 31, 2021 No 489), in 2021 to citizens who are assigned a monthly payment, the amount of the monthly cash payment is recalculated. In this case, the monthly cash payment is established in the amount provided for in paragraph three or four of paragraph 2 of these basic requirements, in the following order: Citizens apply for recalculation of the monthly payment starting from April 1, 2021, but no later than December 31, 2021, by submitting an application, the form of which is provided for in clause 10 of these basic requirements; the recalculation of the amount of the monthly payment is made from January 1, 2021, but not earlier than from the day the child reaches the age of 3 years. At the same time, the monthly payment in the appropriate amount is established for 12 months from the date of application for such payment, but no more than until the day the child reaches the age of 8 years. setting a new amount of payment, at any time until December 31, 2021. The above regulations do not establish a prohibition to apply for a new amount of payment, as well as paragraph 2 * 1 of the Basic Requirements REQUEST: 1. Reconsider the decision on my application for the appointment of a monthly payment from 3 to 7 in accordance with the legislation of the Russian Federation2. Recalculate the payment from 3 to 7 years, assigned to the child Uspensky Ivan Denisovich in the manner prescribed by law. 3. Notify me of the decision made within the time period established by law. In case of refusal to recalculate, I will be forced to apply to the Prosecutor's Office ...., and later to the court to protect my rights and legitimate interests.",10,False
"Good afternoon, today we visited the Boeva ​​Dacha park, adults with children ride there from a hill on a frozen river (descent opposite the food court, where the beach is in summer). One child fell through the ice (the place is indicated by the red arrow in the photo). I ask you to do everything to protect people from such a terrible situation in the future (put fences or signs or another option).",3,False
Good afternoon. I am a federal beneficiary for type 1 diabetes mellitus (disabled person 3 gr.). At the moment I am 6 months pregnant and I have been prescribed insulin Levemir. Which I can't get at the pharmacy. This drug is not available and when it will be unknown. I ask you to consider the issue and provide me with a life-saving drug.,4,False
"I ask you to carry out a major overhaul of the tramway from the bakery to the railway station, the tram tracks are in an unsatisfactory condition, in some places the sleepers are rotten, there are no nails. As you let trams run along such dead tracks, you are not afraid that the tram may derail. From stop. Dubrovinsky to the stop.pl. Perekalsky is going up (descent), God forbid the tram derails, it will be a disaster, do you understand that? I ask you to repair this section of the road first.",8,False
Refused to register for the Kovivac vaccine,4,False
